,title,byline,dates,datetime
7211,"Companies ride the bull market to lower debt with share placements: Cheaper and faster than bank loans, HK and mainland listed firms take advantage of soaring markets to complete share placements","Toh Han Shih; Li, Sandy.",5-Jun-15,2015-06-05
7212,Pan-democrats say Hong Kong Chief Executive Leung Chun-ying is trying to divide them: Leung Chun-ying requests individual meetings with some lawmakers - while others must make do with group talks with his No2,"Cheung, Tony.",5-Jun-15,2015-06-05
7224,Veteran on song,,5-Jun-15,2015-06-05
7214,"Hong Kong companies using wrong tactics to stop hackers, says cybercrime expert: Too many focus on spotting malware rather than concentrating on the attackers and are reluctant to admit vulnerability, expert says","Griffiths, James.",5-Jun-15,2015-06-05
7220,Hong Kong newspapers sue democracy activists who disrupted school debate competition,"Chan, Thomas.",5-Jun-15,2015-06-05
7221,"Petition accuses Hong Kong Philharmonic Orchestra of 'excluding local talent': Top arts professionals lead criticism of flagship orchestra, where the music director says bringing in the best of the best is also crucial","Chou, Oliver.",5-Jun-15,2015-06-05
7222,"Manila school helps former street children turn their lives around through ballet: A school for former street kids in Manila that helps talented youngsters turn their lives around through ballet has become the subject of a documentary, writes Mark Sharp","Sharp, Mark.",5-Jun-15,2015-06-05
7219,'Nativist' groups plan rally at Hong Kong school over cross-border students: Two 'nativist' organisations allege that pupils from the mainland deny opportunities to locals,"Zhao, Shirley.",5-Jun-15,2015-06-05
7213,Private equity pumps US$250m more into warehouse developer Yupei,"Yang, Jing.",5-Jun-15,2015-06-05
7217,"Exhausted jury no ground for appeal in Thomas Chan bribery case, judge rules","Lau, Chris.",5-Jun-15,2015-06-05
7216,"Captors tortured me with hot tea on my face, kidnapped Indian businessman tells Hong Kong court: Indian businessman lured to city for a property deal tells court how he and his two companions were tortured and beaten by their kidnappers","Chan, Thomas.",5-Jun-15,2015-06-05
7215,"Millard's Secret to take Command in Triple Trio: South African import looked promising on debut and has yet to deliver, but he seems finally to have found the perfect race in the opening leg","Cox, Michael.",5-Jun-15,2015-06-05
7218,Hong Kong antiquities advisers hold heated debate over grading for Shaw Studios buildings: Members name three sites as monuments but fail to agree on status of filmmaker's buildings,Fanny WY Fung.,5-Jun-15,2015-06-05
7414,'I hope they know what they're doing' - Legco president questions students who burned Hong Kong's Basic Law: Jasper Tsang tells student protesters to consider implications of setting fire to mini-constitution,"Cheung, Tony.",6-Jun-15,2015-06-06
7407,Survey shows drop in support for Hong Kong's political reform in wake of Beijing's tough words: Latest poll by universities suggests uncompromising stance in Shenzhen talks may have backfired,"Cheung, Tony.",6-Jun-15,2015-06-06
7408,Wake up to art,,6-Jun-15,2015-06-06
7409,YouTube racks up the hits with Hongkongers - both in terms of views and uploads,"Woodhouse, Alice.",6-Jun-15,2015-06-06
7410,"Business not just about making money, says Hong Kong social venture group: Francis Ngai created Social Ventures to support community projects that can both turn a profit and offer benefits for society as a whole","Evans, Annemarie.",6-Jun-15,2015-06-06
7411,"Hong Kong government ads an attempt to influence lawmakers on reform, lawyer tells High Court: Photojournalist attempts to block government's 'make it happen' broadcasts on grounds they are political, rather than serving public interest","Chan, Thomas.",6-Jun-15,2015-06-06
7412,Legco's Finance Committee backs additional funds for new Hong Kong border crossing despite filibuster: Finance Committee endorses additional HK$17.5b for border point despite filibuster,"Fung, Fanny W Y.",6-Jun-15,2015-06-06
7413,Outspoken Hong Kong businessman Lew Mon-hung wants assets unfrozen before next trial,"Lau, Chris.",6-Jun-15,2015-06-06
7415,Activists call for anti-discrimination law over YouTube clip of women abusing gay Hong Kong lawmaker Raymond Chan: YouTube clip of women berating Raymond Chan shocks activist groups and prompts petition urging action to tackle 'worsening' homophobia,"Sung, Timmy.",6-Jun-15,2015-06-06
7420,Wheelock & Co wins seventh phase of Lohas Park development,"Li, Sandy.",6-Jun-15,2015-06-06
7417,"Paper Talk for June 6, 2015",,6-Jun-15,2015-06-06
7418,"New ruling boosts HK's chances of AFC finalist: East will meet West in regional cup climax, but Kitchee and South China could face off",Chan Kin-wa.,6-Jun-15,2015-06-06
7419,Stan the man,,6-Jun-15,2015-06-06
7406,June 4 vigil organisers agree on need for new direction for annual Hong Kong ceremony: They say more must be done to attract young people amid a decline in turnout on Thursday,"Lam, Jeffie.",6-Jun-15,2015-06-06
7421,Timing is key for Chinese developers tapping stock market for funds: Rally in stocks puts pressure on mainland firms to schedule new share placements well,"Chiang, Langi.",6-Jun-15,2015-06-06
7422,BEA under fire over Sumitomo share placement: Ruling gives Elliott Advisors access to confidential documents of the deal,"Robertson, Benjamin.",6-Jun-15,2015-06-06
7423,Reform group calls for China's Communist Party to tighten grip on SOEs,"Huang, Cary.",6-Jun-15,2015-06-06
7424,testing,,6-Jun-15,2015-06-06
7425,China' GCL-Poly Energy sees rebound in polysilicon prices on higher demand,"Ng, Eric.",6-Jun-15,2015-06-06
7416,"High Court reject activist's 2017 poll reform challenge: Local courts have no jurisdiction over Beijing's decision, judge rules","Lau, Chris.",6-Jun-15,2015-06-06
7405,"Body of woman, 43, found in sea off Lantau",,6-Jun-15,2015-06-06
7400,Russia's IRC says new iron ore mine on stream this year despite delays: HK-listed shares surge as Russian firm IRC says mine to come on stream in second half,"Ng, Eric.",6-Jun-15,2015-06-06
7403,Visual effects house Digital Domain magically turns something into nothing,"Yam, Shirley.",6-Jun-15,2015-06-06
7382,Success of rail link from Hong Kong to mainland China depends on joint immigration checkpoint: A legal puzzle about how local and mainland officers will operate at the high-speed railway terminus has worrying implications for some,"Ng, Joyce.",6-Jun-15,2015-06-06
7383,Ex-minister said joint checkpoint for cross-border railway 'not a precondition',"Ng, Joyce.",6-Jun-15,2015-06-06
7385,MY TAKE,"Lo, Alex.",6-Jun-15,2015-06-06
7386,Relatives anxious to bid final farewell to dead in Yangtze River ship disaster,"Gan, Nectar.",6-Jun-15,2015-06-06
7387,Visit to China by Myanmar's Aung San Suu Kyi may open door to better ties: Beijing expected to enlist help from Myanmar's Nobel laureate to ease Yunnan border conflict,"Ng, Teddy.",6-Jun-15,2015-06-06
7388,Vietnam offers cruise to disputed islands,,6-Jun-15,2015-06-06
7389,"Shanghai stock market breaks key level on cash surge: Composite index closes above the 5,000-point mark for the first time in seven years as funds unlocked from IPOs pour back into the market","Chan, Ray.",6-Jun-15,2015-06-06
7390,"China news in brief, June 6, 2015",,6-Jun-15,2015-06-06
7391,HONG KONG,,6-Jun-15,2015-06-06
7404,Beijing academic calms fears of punishment for Hong Kong pan-democrats if reform package voted down,"So, Peter.",6-Jun-15,2015-06-06
7392,"Hotel rooms all occupied by rescuers and relatives of Eastern Star cruise tragedy: Pupils and parents of those taking college entrance exams in town where Eastern Star disaster occurred, find their room reservations cancelled","Gan, Nectar.",6-Jun-15,2015-06-06
7394,Watchdog tackles post-jail kickbacks to corrupt cadres: Graft-busters say party will not tolerate freed dirty officials calling in favours from associates,"Chung, Lawrence.",6-Jun-15,2015-06-06
7395,Chart of the day: Pin the tails on the donkeys,,6-Jun-15,2015-06-06
7396,events,,6-Jun-15,2015-06-06
7397,Healthy and fresh changing landscape of Chinese F&B industry: Ability to innovate and adapt to fast-changing consumer tastes key to success in the sector,"Yiu, Enoch.",6-Jun-15,2015-06-06
7398,results,,6-Jun-15,2015-06-06
7399,"Risk, technology and cash position top worries for Asia-Pacific corporate treasurers: Centralised operations on rise as corporate treasurers seek new funding sources ahead of planned increase in global bank capital requirements","Robertson, Benjamin.",6-Jun-15,2015-06-06
7426,"No lack of cultural heritage in Hong Kong, if we bother to look for it",,6-Jun-15,2015-06-06
7401,New Zealand students win contest for future business leaders: University of Auckland scoops top prize at Asia Pacific Business Case Competition in Hong Kong,Staff Reporter.,6-Jun-15,2015-06-06
7402,"Clifford Chance lawyer gets the most out of insolvency cases by spreading the pain: In order to achieve the best outcomes in corporate insolvency and debt restructuring cases, Mark Hyde believes everyone has to share the pain","Yiu, Enoch.",6-Jun-15,2015-06-06
7393,Mers inspections tightened at Hong Kong airport as Leung Chun-ying calls on Seoul to be more forthcoming: Chief executive calls on Seoul to be more forthcoming over its outbreak,Emily Tsang and.,6-Jun-15,2015-06-06
7427,Top schools must be for all,,6-Jun-15,2015-06-06
7384,"Undocumented 12-year-old boy: Grandmother of undocumented 12-year-old had him voluntarily deported to Shenzhen to escape ongoing hostility, says lawmaker","Ying-kit, Lai; Lo, Clifford.",6-Jun-15,2015-06-06
7434,App opens car park payment space: Beijing start-up aims to make it easier to find room at the parking lot,"Wan, Adrian.",6-Jun-15,2015-06-06
7435,"World briefs for June 6, 2015",,6-Jun-15,2015-06-06
7429,Hong Kong's securities watchdog loses head of enforcement to UK regulator: Mark Steward to leave Hong Kong's securities watchdog to take up similar post with Britain's Financial Conduct Authority as cases spike,"Ng, Eric.",6-Jun-15,2015-06-06
7433,Baidu invests in mass transit Wi-fi start-up,"Wan, Adrian.",6-Jun-15,2015-06-06
7430,"Asia briefs for June 6, 2015",,6-Jun-15,2015-06-06
7431,Heads roll in vandalism of Shaolin monk statues,,6-Jun-15,2015-06-06
7432,The Louvre says ni hao In WeChat launch: Palace of Versailles also among French attractions joining Chinese social-networking apps in bid to woo more mainland tourists,"Man-ki, Kwong.",6-Jun-15,2015-06-06
7428,Aquino's rhetoric is just provocative,,6-Jun-15,2015-06-06
7564,Mother's group seeks full access to education for non-Cantones-speaking special needs children: Her group wants full access to education for youngsters who are not fluent in Cantonese,"Evans, Annemarie.",7-Jun-15,2015-06-07
7555,GLOBETROTTING ben sin,,7-Jun-15,2015-06-07
7553,Li Na,,7-Jun-15,2015-06-07
7552,Siu Yau-wai,,7-Jun-15,2015-06-07
7551,"Carbon monoxide in car suspected killer of mother, daughter","Lo, Clifford.",7-Jun-15,2015-06-07
7550,Undocumented Siu Yau-wai's chance of returning to Hong Kong lies with mainland authorities,"Lee, Eddie.",7-Jun-15,2015-06-07
7546,Town quarantined in South Korea as Hong Kong expert blasts WHO on Mers response,"Cheung, Elizabeth; Lee, Danny; Salmon, Andrew.",7-Jun-15,2015-06-07
7548,Hong Kong police chief urges peace at protests against reform package,"Lee, Danny; Lee, Eddie.",7-Jun-15,2015-06-07
7547,"North district school places allocated calmly under wary police eye: Small groups of protesters target mainlanders, but school place allocations stay calm amid measures restricting cross-border competition","Fung, Fanny W Y.",7-Jun-15,2015-06-07
7556,"We were duped and dumped, says grandmother of Siu Yau-wai as they are abandoned in Shenzhen: Chow Siu-shuen says she and boy were tricked into going to Shenzhen and abandoned, but Immigration Department and FTU deny the claim","Siu, Phila.",7-Jun-15,2015-06-07
7545,The boy from nowhere: an abandoned child's saga as an illegal Hong Kong resident,,7-Jun-15,2015-06-07
7544,A sorry tale as Siu Yau-wai leaves Hong Kong for mainland China,"Harris, Bryan.",7-Jun-15,2015-06-07
7543,Hong Kong government urged to review future ambulance services as population ages: Patients' rights groups are worried that the government may not keep up with demand in the city as the population ages and grows,"Lam, Lana.",7-Jun-15,2015-06-07
7549,Finance ministers' talks back on track: Meeting of Lou Jiwei and Taro Aso resumes Sino-Japanese dialogue after three-year delay,Angela Meng and.,7-Jun-15,2015-06-07
7559,Call to review future of ambulance services,,7-Jun-15,2015-06-07
7554,HOW THEY SEE IT: The spread of Middle East respiratory syndrome,,7-Jun-15,2015-06-07
7578,"Animal rights activists in heated exchanges with security at Ocean Park: 'Empty the tanks' campaigners, facility staff involved in heated exchanges","Harris, Bryan.",7-Jun-15,2015-06-07
7562,Qingdao Symphony and the Choral Arts Society of Washington give intoxicating performance,"Two Countries; Stage, One.",7-Jun-15,2015-06-07
7561,MARK SIX,,7-Jun-15,2015-06-07
7560,"Hong Kong briefs for June 7, 2015",,7-Jun-15,2015-06-07
7577,"Political reform in Hong Kong may be deferred for 10 years, warns Liberal Party chief: Liberal Party chief warns that popular vote for chief executive could be deferred if pan-dems maintain their blocking vote in next year's poll","So, Peter.",7-Jun-15,2015-06-07
7558,who said it?,,7-Jun-15,2015-06-07
7565,"Suspected methamphetamine worth HK$280,000 seized at Lo Wu border after drug found inside traveller's pressure cooker",Staff Reporter.,7-Jun-15,2015-06-07
